+1.086659e+01 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 -9.956635e-01 -8.639559e+00 +0.000000e+00 -9.956635e-01 +0.000000e+00 +0.000000e+00 +0.000000e+00 
+0.000000e+00 +2.816667e+01 +0.000000e+00 +0.000000e+00 +0.000000e+00 -6.958333e+00 +0.000000e+00 -6.958333e+00 -6.958333e+00 +0.000000e+00 -6.958333e+00 +0.000000e+00 +0.000000e+00 
+0.000000e+00 +0.000000e+00 +1.086659e+01 +0.000000e+00 +0.000000e+00 -8.639559e+00 -9.956635e-01 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 -9.956635e-01 
+0.000000e+00 +0.000000e+00 +0.000000e+00 +1.086659e+01 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 -8.639559e+00 -9.956635e-01 -9.956635e-01 
+0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +1.086659e+01 +0.000000e+00 +0.000000e+00 +0.000000e+00 -8.639559e+00 -9.956635e-01 +0.000000e+00 -9.956635e-01 +0.000000e+00 
+0.000000e+00 -6.958333e+00 -8.639559e+00 +0.000000e+00 +0.000000e+00 +2.726524e+01 -3.296406e+00 -2.183715e+00 +0.000000e+00 +0.000000e+00 -2.183715e+00 +0.000000e+00 -3.296406e+00 
-9.956635e-01 +0.000000e+00 -9.956635e-01 +0.000000e+00 +0.000000e+00 -3.296406e+00 +8.972210e+00 -3.296406e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 
-8.639559e+00 -6.958333e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 -2.183715e+00 -3.296406e+00 +2.726524e+01 -2.183715e+00 -3.296406e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 
+0.000000e+00 -6.958333e+00 +0.000000e+00 +0.000000e+00 -8.639559e+00 +0.000000e+00 +0.000000e+00 -2.183715e+00 +2.726524e+01 -3.296406e+00 -2.183715e+00 -3.296406e+00 +0.000000e+00 
-9.956635e-01 +0.000000e+00 +0.000000e+00 +0.000000e+00 -9.956635e-01 +0.000000e+00 +0.000000e+00 -3.296406e+00 -3.296406e+00 +8.972210e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 
+0.000000e+00 -6.958333e+00 +0.000000e+00 -8.639559e+00 +0.000000e+00 -2.183715e+00 +0.000000e+00 +0.000000e+00 -2.183715e+00 +0.000000e+00 +2.726524e+01 -3.296406e+00 -3.296406e+00 
+0.000000e+00 +0.000000e+00 +0.000000e+00 -9.956635e-01 -9.956635e-01 +0.000000e+00 +0.000000e+00 +0.000000e+00 -3.296406e+00 +0.000000e+00 -3.296406e+00 +8.972210e+00 +0.000000e+00 
+0.000000e+00 +0.000000e+00 -9.956635e-01 -9.956635e-01 +0.000000e+00 -3.296406e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00 -3.296406e+00 +0.000000e+00 +8.972210e+00 
